date,AAPL,SPY
2024-09-17,215.1769866943359,550.0484619140625
2024-09-18,219.0479736328125,548.4170532226562
2024-09-19,227.16709899902344,557.7755737304688
2024-09-20,226.50205993652344,556.8113403320312
2024-09-23,224.78497314453125,558.2027587890625
2024-09-24,225.67825317382812,559.7999267578125
2024-09-25,224.6857147216797,558.5653076171875
2024-09-26,225.8271484375,560.7798461914062
2024-09-27,226.09510803222656,559.966552734375
2024-09-30,231.2663726806641,562.21044921875
2024-10-01,224.52687072753903,557.1738891601562
2024-10-02,225.09266662597656,557.4090576171875
2024-10-03,223.99087524414065,556.3900146484375
2024-10-04,225.11248779296875,561.4461669921875
2024-10-07,220.04051208496097,556.3704223632812
2024-10-08,224.0901641845703,561.63232421875
2024-10-09,227.8321075439453,565.5223999023438
2024-10-10,227.3358459472656,564.5326538085938
2024-10-11,225.85693359375,567.9132690429688
2024-10-14,229.57904052734375,572.5579223632812
2024-10-15,232.11004638671875,568.1092529296875
2024-10-16,230.0554351806641,570.5784912109375
2024-10-17,230.42269897460935,570.62744140625
2024-10-18,233.25148010253903,572.8224487304688
2024-10-21,234.720458984375,571.8817749023438
2024-10-22,234.1050720214844,571.5780029296875
2024-10-23,229.04302978515625,566.3552856445312
2024-10-24,228.85446166992188,567.5802001953125
2024-10-25,229.6881866455078,567.384033203125
2024-10-28,231.66336059570312,569.13818359375
2024-10-29,231.9313812255859,570.0592041015625
2024-10-30,228.3879547119141,568.3345947265625
2024-10-31,224.2291259765625,557.1934814453125
2024-11-01,221.25144958496097,559.5452270507812
2024-11-04,220.35812377929688,558.3399047851562
2024-11-05,221.7874298095703,565.0912475585938
2024-11-06,221.06285095214844,579.142578125
2024-11-07,225.7874298095703,583.62060546875
2024-11-08,225.51914978027344,586.148681640625
2024-11-11,222.80645751953125,586.7072143554688
2024-11-12,222.80645751953125,584.8845825195312
2024-11-13,223.6908264160156,585.1687622070312
2024-11-14,226.77113342285156,581.406005859375
2024-11-15,223.5715789794922,573.9590454101562
2024-11-18,226.5724334716797,576.310791015625
2024-11-19,226.8307647705078,578.41748046875
2024-11-20,227.54620361328125,578.6134033203125
2024-11-21,227.0692596435547,581.7196655273438
2024-11-22,228.41065979003903,583.5225830078125
2024-11-25,231.39163208007812,585.5020751953125
2024-11-26,233.56773376464844,588.5591430664062
2024-11-27,233.43853759765625,586.7758178710938
2024-11-29,235.8233184814453,590.4208984375
2024-12-02,238.0689392089844,591.4791259765625
2024-12-03,241.10952758789065,591.7534790039062
2024-12-04,241.4672393798828,595.4280395507812
2024-12-05,241.49703979492188,594.4481811523438
2024-12-06,241.29832458496097,595.5750122070312
2024-12-09,245.1835021972656,592.508056640625
2024-12-10,246.197021484375,590.6659545898438
2024-12-11,244.92515563964844,595.2321166992188
2024-12-12,246.3858184814453,592.1651000976562
2024-12-13,246.55474853515625,592.0474853515625
2024-12-16,249.44627380371097,594.5755615234375
2024-12-17,251.8707733154297,592.1257934570312
2024-12-18,246.47525024414065,574.478515625
2024-12-19,248.20420837402344,574.3020629882812
2024-12-20,252.87435913085935,581.199951171875
2024-12-23,253.64942932128903,584.6803588867188
2024-12-24,256.560791015625,591.1790771484375
2024-12-26,257.3756103515625,591.2184448242188
2024-12-27,253.96739196777344,584.9949951171875
2024-12-30,250.59890747070312,578.3192749023438
2024-12-31,248.83021545410156,576.2152709960938
